Product Name,Product Price,Product URL,Ratings,Brand,Memory Storage Capacity,Color
"2019 New Lenovo 300e Flagship 2-in-1 Laptop/Tablet for Business or Education, 11.6"" HD IPS Touchscreen, Intel Celeron Quad-Core N3450 up to 2.2GHz, 4GB DDR4, 64GB eMMC SSD, WiFi, Webcam, Win 10 S/Pro",415,https://www.amazon.com//Lenovo-Flagship-Education-Touchscreen-Quad-Core/dp/B07Q478DHY/ref=sr_1_30?dchild=1&keywords=lenovo+tablet&qid=1619352617&sr=8-30,4.1,Lenovo,64 GB,
"Lenovo Yoga Book - FHD 10.1"" Android Tablet - 2 in 1 Tablet (Intel Atom x5-Z8550 Processor, 4GB RAM, 64GB SSD), Gunmetal, ZA0V0035US",479.29,https://www.amazon.com//Lenovo-Yoga-Book-Processor-ZA0V0035US/dp/B01MQSLK2Z/ref=sr_1_9?dchild=1&keywords=lenovo+tablet&qid=1619352518&sr=8-9,3.9,Lenovo,64 GB,
"Lenovo Yoga C940 2-in-1 14"" Ultra-Light Touch-Screen Laptop, FHD, Intel Core i7- 1065G7, 12GB RAM 512GB PCIe SSD, Fingerprint Reader, Backlit Keyboard, HD Webcam, Thunderbolt 3, Iron Gray, Windows 10",1028,https://www.amazon.com//Lenovo-Ultra-Light-Touch-Screen-Fingerprint-Thunderbolt/dp/B08C4WW11S/ref=sr_1_36?dchild=1&keywords=lenovo+tablet&qid=1619352754&sr=8-36,3.9,Lenovo,512 GB,
"Lenovo IdeaPad Flex 5 2-in-1 Laptop, 14"" Full HD IPS Touch Screen, AMD Ryzen 7 4700U, Webcam, Backlit Keyboard, Fingerprint Reader, USB-C, HDMI, Windows 10 Home, 16GB RAM, 512GB PCIe SSD",729,https://www.amazon.com//Lenovo-IdeaPad-Flex-Keyboard-Fingerprint/dp/B08SMFZSLQ/ref=sr_1_24?dchild=1&keywords=lenovo+tablet&qid=1619352617&sr=8-24,3,Lenovo,512 GB,
"2021 Lenovo Yoga 9i 2-in-1 Laptop, 11th Gen Intel Core i7-1185G7, Intel Iris Xe Graphics, 14” FHD IPS Touchscreen, 16 GB DDR4, 1TB SSD, Active Stylus Pen, Thunderblot 4, Win 10 - Mica",1499.98,https://www.amazon.com//Lenovo-i7-1185G7-Graphics-Touchscreen-Thunderblot/dp/B08VYLX37X/ref=sr_1_40?dchild=1&keywords=lenovo+tablet&qid=1619352754&sr=8-40,3,Lenovo,1 TB,
"Kids Tablet,7 inch Android 9.0 Kids Edition Tablet with WiFi,GMS Certified, 2GB+16GB Tablet for Kids,Children Tablet with Parental Control, 40+APP Pre-Installed and Kids-Proof Case",69.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03056573DQZCGHQTIBQZ&url=%2FCertified-Children-Parental-Pre-Installed-Kids-Proof%2Fdp%2FB08SBGB1HN%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DAmazon%2BTablet%26qid%3D1619352395%26sr%3D8-17-spons%26psc%3D1&qualifier=1619352395&id=8322061911944305&widgetName=sp_atf_next,4.8,LONGOU,16 GB,Rose
"Tablet 10 Inch, Android 10, 4G LTE, 64GB Ram, 4GB ROM, Octa Core, HD, WiFi, GPS, GSM, Dual Sim Card, Cheap, 1080P IPS (Black)",146,https://www.amazon.com//Android-Tablet-Tablets-Cheap-1080P/dp/B07SLPSCLN/ref=sr_1_21?dchild=1&keywords=Apple+Tablet&qid=1619352910&sr=8-21,3.6,MaiTai,64 GB,Black
"MARVUE Pad M10 Tablet 10.1 Inch Android 10.0 Tablets 2GB RAM 32GB ROM Storage, 2MP+8MP Dual Camera, 2.4GHz WiFi, 1.6GHZ Quad Core Processor,10.1"" IPS HD Android Tablet, Metal Body(Black)",109.99,https://www.amazon.com//MARVUE-Pad-M10-Android-Processor/dp/B08TLSB3WS/ref=sr_1_25?dchild=1&keywords=Apple+Tablet&qid=1619352910&sr=8-25,4.8,MARVUE,16 GB,Pad M10
"Android 10.0 Tablet : MEBERRY 10 inch Tablets with 4GB RAM+64GB ROM| 128GB Expansion| Octa-Core Processor| Google Certified| 8000mAh Battery| WiFi| GPS| Double Camera, Grey",139.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0533451334GAH9MFMSJ6&url=%2FAndroid-10-0-Tablet-Expansion-Octa-Core%2Fdp%2FB08DKKMDZJ%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dlenovo%2Btablet%26qid%3D1619352617%26sr%3D8-37-spons%26psc%3D1&qualifier=1619352617&id=7584646372133815&widgetName=sp_btf,4.5,MEBERRY,64 GB,
"Tablet 10.1 Inch, Android 10 Octa-Core 5G WiFi 1920x1200 HD ThouchScreen Tablets with 13MP Rear Camera, 6000mAh Battery, 32GB ROM 128GB Expand Storage, Bluetooth/GPS/FM/OTG",135.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A056495120OKIE85E2I78&url=%2FAndroid-Octa-Core-1920x1200-ThouchScreen-Bluetooth%2Fdp%2FB08R8DFY78%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlenovo%2Btablet%26qid%3D1619352518%26sr%3D8-17-spons%26psc%3D1&qualifier=1619352518&id=2069395047528209&widgetName=sp_mtf,4,MEIZE,32 GB,Black
"Onionnest Android Tablet, 4GB RAM 64GB Storage, Quad-Core Processor, 10.1 IPS HD Display, Micro HDMI, Android 9.0 Pie, 5G WiFi, Dual SIM Dual Camera Network Call Phone Metal Body Black",149.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09582511LJX6GCAYK9FG&url=%2FOnionnest-Android-Storage-Quad-Core-Processor%2Fdp%2FB08P5881GX%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BTablet%26qid%3D1619352038%26sr%3D8-28-spons%26psc%3D1&qualifier=1619352038&id=5176800753563444&widgetName=sp_mtf,2.5,Onionnest,64 GB,
"Android Tablet 10 inch, PRITOM M10, 2 GB RAM, 32 GB Android 9.0 Tablet, 10.1 inch IPS HD Display, GPS, FM, Quad-Core Processor, Wi-Fi (M10 Black)",99.95,https://www.amazon.com//Android-Tablet-Display-Quad-Core-Processor/dp/B087BC4DJH/ref=sr_1_31?dchild=1&keywords=Samsung+Tablet&qid=1619352038&sr=8-31,4.2,PRITOM,32 GB,
"Android Tablet Pritom 8 inch Android 9.0 Pie Tablet, 2GB RAM, 32GB ROM, Quad Core Processor, HD IPS Screen, 2.0 Front + 8.0 MP Rear Camera, Wi-Fi, Bluetooth, Tablet PC(Black)",79.99,https://www.amazon.com//Android-Tablet-Pritom-Processor-Bluetooth/dp/B08CS9HG6M/ref=sr_1_35?dchild=1&keywords=Samsung+Tablet&qid=1619352038&sr=8-35,4.2,PRITOM,32 GB,Black
"Pritom TronPad L10 Tablet - 10'' Android 10.0 Tablet, Octa-Core Processor, HD IPS Display, 6000mAh Battery, 3G RAM, 32G Storage, 5G&2.4G WiFi, GPS, Dual Camera & Double Speakers, USB Type C, Silver",119.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09942618M7C4I0KYMDX&url=%2FPritom-Android-Octa-Core-Bluetooth-Speakers%2Fdp%2FB087P2R369%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dlenovo%2Btablet%26qid%3D1619352617%26sr%3D8-27-spons%26psc%3D1&qualifier=1619352617&id=7584646372133815&widgetName=sp_mtf,4.2,PRITOM,32 GB,
"Android Tablet Pritom 10 inch Android 9.0 OS Tablet, 2GB RAM, 32GB ROM, Quad Core Processor, HD IPS Screen, 2.0 Front + 8.0 MP Rear Camera, WiFi, Bluetooth - Tablet PC(Black)",99.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A05826311TAIQ7DZEBCY2&url=%2FAndroid-Tablet-Pritom-Processor-Bluetooth%2Fdp%2FB07WV9SSYQ%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3DApple%2BTablet%26qid%3D1619352813%26sr%3D8-18-spons%26psc%3D1&qualifier=1619352813&id=7099372145678567&widgetName=sp_btf,4.2,PRITOM,32 GB,Black
"PRITOM 10 inch Tablet, 3 GB RAM, 32GB ROM, Android 10.0, IPS HD Display, Octa-core Processor, GPS, FM, Type-C, WiFi 2.4&5G, Double Speakers-Android Tablet",110.95,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02212753TVLLSED96Z47&url=%2FPRITOM-Octa-core-Processor-Bluetooth-Speakers%2Fdp%2FB088D8SJPF%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dlenovo%2Btablet%26qid%3D1619352617%26sr%3D8-38-spons%26psc%3D1&qualifier=1619352617&id=7584646372133815&widgetName=sp_btf,4.1,PRITOM,32 GB,
"Pritom 7 inch Tablet - Android 9.0 Tablet PC with 32 GB Storage, Quad Core Processor, HD IPS Display, Dual Cameras, WiFi, Bluetooth - Android Tablet,Red",67.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0268952H2NJQ31TMFQQ&url=%2FPritom-inch-Tablet-Processor-Bluetooth%2Fdp%2FB0828YSF1Y%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3DAmazon%2BTablet%26qid%3D1619352203%26sr%3D8-15-spons%26psc%3D1&qualifier=1619352203&id=5338681177652492&widgetName=sp_mtf,3.9,PRITOM,32 GB,Red
"Pritom 7 inch Kids Tablet, Quad Core Android 10, 16GB ROM, WiFi, Bluetooth, Dual Camera, Educationl, Games, Parental Control, Kids Software Pre-Installed with Kids-Tablet Case(DB",64.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A06313543MLDMZUCGOJ00&url=%2FBluetooth-Educationl-Parental-Pre-Installed-Kids-Tablet%2Fdp%2FB087P1XTPQ%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3DAmazon%2BTablet%26qid%3D1619352395%26sr%3D8-18-spons%26psc%3D1&qualifier=1619352395&id=8322061911944305&widgetName=sp_atf_next,3.7,PRITOM,16 GB,
